Date,Close,High,Low,Open,Volume,kalman_Close,kalman_High,kalman_Low,kalman_Open,kalman_Volume
2007-01-03,2.518540382385254,2.602091317868715,2.461437532485739,2.593375605998615,1238319600,2.651176910132354,2.691779218614823,2.6054052586095264,2.6564746791010334,1333948943.7373233
2007-01-04,2.57444167137146,2.583157182716627,2.5191413104930733,2.5260543321070026,847260400,2.653829640687296,2.693572976629745,2.6082846131320023,2.657736660563082,1335861530.6120698
2007-01-05,2.5561084747314453,2.5906705770158536,2.5365736089663526,2.57774738233125,834741600,2.6572762509353964,2.6964708925837986,2.6120554006808674,2.660315465309691,1342660128.792937
2007-01-08,2.5687310695648193,2.600588430672995,2.5630204433731247,2.5834575552645127,797106800,2.6617345389455362,2.7004268116935313,2.6165810061468777,2.6637199508860845,1354537912.2617335
2007-01-09,2.782116413116455,2.7944387140518114,2.559114205438776,2.5981851506094844,3349298400,2.6671228616494833,2.7053811146134694,2.6216422172406255,2.6679270604186938,1371990006.8531475
2007-01-10,2.9152562618255615,2.939299156980212,2.808563669991416,2.8476344028635414,2952880000,2.671361248838761,2.709444841539024,2.6273287084523917,2.672831589049395,1369669017.5130928
2007-01-11,2.8791918754577637,2.908645055738432,2.858154061514466,2.883399558626449,1440252800,2.67316068589817,2.711210025310167,2.631202850048768,2.675988089541955,1351515918.348169
2007-01-12,2.8437275886535645,2.8569511323149057,2.8019521131634617,2.8428253404652284,1312690400,2.6728998110619835,2.7110008587770276,2.632807479530487,2.67707047534367,1332475450.366727
2007-01-16,2.918262004852295,2.9227700364790565,2.8686732556911396,2.8755854772232587,1244076400,2.670930658449881,2.709332189508509,2.6327206626758763,2.6764953124941693,1313632832.8889523
2007-01-17,2.8536453247070312,2.9332889531227684,2.849738992736751,2.9320873597909753,1646260000,2.6664881923737545,2.705529141770285,2.630274319891113,2.673929247997378,1295485779.740067
2007-01-18,2.676926851272583,2.768292091102745,2.676325954242184,2.767991542270846,2364605600,2.660174154974295,2.6994484959185363,2.6256333303778936,2.6687816023826505,1273830984.3885825
2007-01-19,2.6597959995269775,2.694358914957097,2.6483757456844534,2.6637033350197337,1364473600,2.653692590611853,2.6926794141149455,2.6204854146260312,2.6626418573690414,1241268442.8809838
2007-01-22,2.608403444290161,2.679632105380148,2.574141884293784,2.6790304058806593,1454026000,2.6471499921602595,2.685893537302933,2.6150585955635846,2.656491497578925,1207473849.802195
2007-01-23,2.575644016265869,2.630042144993412,2.5699343916279496,2.5765460639281113,1207424400,2.640994859187367,2.6791702748101485,2.6100409436138357,2.6501157487057916,1171213735.2214282
2007-01-24,2.6056981086730957,2.6192219979849938,2.587064289430854,2.6050964093578064,927813600,2.6354932346436897,2.6729382936155313,2.6054243571839457,2.644475696680435,1134591513.9928756
2007-01-25,2.5921742916107178,2.6597959731909127,2.5855624179322176,2.6180206886599997,905973600,2.630289561359718,2.6672434753772194,2.600991371431587,2.6392294375283045,1100037071.9042516
2007-01-26,2.5660266876220703,2.625834284855518,2.554305286166246,2.6180200172183015,986874000,2.625467040773237,2.6616231321607704,2.5967126752142216,2.6341952658648573,1067423264.5346701
2007-01-29,2.582857370376587,2.604195731366026,2.570534870679823,2.5936767249411723,901664400,2.6212389237182667,2.656360677417374,2.592858052887336,2.6293228466878755,1035614949.8104354
2007-01-30,2.5711352825164795,2.5993866612237815,2.562119222291435,2.5975833689254437,577970400,2.6173946221967137,2.651619872134491,2.5892266623825253,2.6248068887283607,1005146140.584305
2007-01-31,2.576545000076294,2.5846598142850947,2.5350700855422663,2.5503974660367854,856069200,2.614012914071963,2.6474013989607155,2.5858663462786255,2.620563165966875,978949088.7640177
2007-02-01,2.546792507171631,2.5927746671313003,2.546792507171631,2.5915730738507694,664342000,2.611005885087169,2.643810341633696,2.5830139927820897,2.61702110020469,953980835.8313706
2007-02-02,2.5470921993255615,2.5621190321297775,2.515535188346794,2.528158032864962,621530000,2.6086409898815304,2.640729641051701,2.580523854141658,2.6137335147060448,931908971.2570372
2007-02-05,2.5227487087249756,2.5615191005671734,2.5227487087249756,2.5335680636746876,578852400,2.6068915825814516,2.6384350465589246,2.5786836021591757,2.6113016840258103,912940896.395274
2007-02-06,2.5290608406066895,2.538678605394296,2.490291238910757,2.538076905734367,864393600,2.6059836040199373,2.636909611526066,2.577402699111035,2.609647189549087,897313706.4974637
2007-02-07,2.589167833328247,2.5960800515449898,2.511026983998951,2.5389772080722817,1066825200,2.6058448530925555,2.636366486554525,2.576992910664897,2.608708397910511,882015717.664628
2007-02-08,2.5900700092315674,2.599988119012416,2.5669283549763495,2.5675290512720945,679030800,2.605872872362817,2.636226225933079,2.5772427814854186,2.608466918170317,864869634.0084386
2007-02-09,2.502612829208374,2.5906710176674834,2.50080953644333,2.5810540581540384,860540800,2.606058920264391,2.63644834638084,2.577595796571031,2.608634817099105,849581938.6923336
2007-02-12,2.550999879837036,2.560015941327906,2.513431886913877,2.5374749850673304,724071600,2.607279429076525,2.6371282401157345,2.57871667425792,2.609078523617344,834184654.7631519
2007-02-13,2.545590400695801,2.563321979092374,2.533568447522809,2.5594156468447413,580986000,2.609062733381054,2.6385792568385074,2.58049039981825,2.610238265521083,819888501.3816018
2007-02-14,2.5636227130889893,2.5738405690914665,2.541682652114773,2.54348614543095,507981600,2.6114807610124355,2.6407828463387415,2.5827333449015337,2.611906233611586,807981373.0138677
2007-02-15,2.5609164237976074,2.5732387185971795,2.5479932322931376,2.567829444453355,363661200,2.6143773691230514,2.6436558586114485,2.5853867969126854,2.614258402583895,799074242.3762723
2007-02-16,2.5494964122772217,2.566927634798412,2.544386683163035,2.562119056281068,399868000,2.617808586686922,2.647233042284298,2.5884141845700324,2.6170748611375094,794521242.1624396
2007-02-20,2.5816543102264404,2.589468576923004,2.5293598362699035,2.5440865228724108,617702400,2.6219229259948893,2.6516132800320062,2.5918818472414493,2.620440877739688,793914774.3702313
2007-02-21,2.680832862854004,2.689548374060599,2.5834574897184392,2.584058386497071,1155313600,2.626439951460541,2.656614964810805,2.595974730022582,2.6245704378905392,795070430.3217252
2007-02-22,2.6901509761810303,2.729220916636135,2.660697995644555,2.728920568462681,838224800,2.630413047812258,2.661287315497105,2.600192785206756,2.629105118555325,792623654.5764365
2007-02-23,2.676926851272583,2.7150963522903817,2.6703149776042,2.6796323926598733,517893600,2.6337887648802876,2.665280330172015,2.603805788286552,2.6326416447210375,789720867.3769121
