Date,Close,High,Low,Open,Volume,kalman_Close,kalman_High,kalman_Low,kalman_Open,kalman_Volume
2007-01-03,115.68279266357422,116.23119780519436,113.88525109977328,113.97664872322723,9018960,113.70515921610607,114.36339219553037,112.77976227515741,113.5105207948392,6833831.04905959
2007-01-04,115.012451171875,115.77412990776381,114.09844638925081,115.68272263919172,6528786,113.6656065471567,114.32603608333709,112.7576524986651,113.50119823627143,6790128.470040781
2007-01-05,114.43360900878906,115.0429424143927,113.67193012622923,114.46406840373606,5639552,113.61258543196016,114.27419903289955,112.72213478326692,113.47006043367448,6749039.315722381
2007-01-08,114.40316772460938,114.76876785684831,113.48916254378875,114.0984960975203,4948150,113.55135408099532,114.21467454864707,112.67711911443912,113.42898255137689,6719045.034561204
2007-01-09,114.40316772460938,115.74371124326541,113.82429357322945,115.10390858673563,5132545,113.48160459359435,114.14960913131257,112.62398301131783,113.38120953361788,6706759.703745639
2007-01-10,114.43360900878906,114.58594478530104,113.76333741240296,113.88520409352368,5007181,113.40263947488323,114.06860269285855,112.55884380257743,113.3162095253277,6710216.519967531
2007-01-11,115.53044891357422,115.65232533709869,114.00711002488957,114.25084347104331,6433407,113.31336466083305,113.9824228334801,112.48165965773876,113.24551957135554,6730703.691389098
2007-01-12,115.43904876708984,115.77418952354392,114.76877695462903,115.28671294146956,5413529,113.20191900425544,113.87954394906546,112.38922100922859,113.16477637838652,6754163.829724556
2007-01-16,116.10931396484375,116.53585231219131,115.56090890403212,115.77418292792932,6493189,113.0681020500495,113.75771860890605,112.27298680126441,113.06281381978667,6791030.31635726
2007-01-17,115.71317291259766,116.62717754659555,115.3171039145172,116.32251580222345,6356432,112.90387297669562,113.60811193171378,112.12387337227256,112.93373757010538,6830875.216153536
2007-01-18,115.77418518066406,116.29212114807595,113.51963638703997,115.80464458428763,8680969,112.71155090398273,113.4283145983727,111.94282763785826,112.77077353810292,6875464.5481113475
2007-01-19,112.57511901855469,114.25079299589709,112.27044749524032,113.18445236474011,13126097,112.488602488503,113.21987919953457,111.74601381595214,112.5774707956386,6901998.835550273
2007-01-22,111.9657211303711,113.73280151944606,111.47825469218705,113.12346847171601,8635418,112.26478890772277,113.00113466273284,111.54395565725314,112.37809823748327,6866292.141344701
2007-01-23,111.35650634765625,111.93537093266724,110.83857028190748,111.75257567443171,7331551,112.04396600471605,112.77507345736396,111.3425545082048,112.17127197698562,6812894.188552576
2007-01-24,111.63067626953125,111.96580727852792,111.26506645914904,111.81347147427633,4477575,111.83001769827993,112.55740927724204,111.14619320141944,111.9686326795135,6754309.667645977
2007-01-25,110.7166748046875,111.81347517075555,110.47293168955936,111.66114906191419,5389784,111.61806280613129,112.34566111710727,110.94864316205677,111.76754499409377,6718492.493415837
2007-01-26,109.89404296875,111.35645283410159,109.71123809791447,111.0517812828571,5409314,111.4151217939971,112.13923481643602,110.75585023741908,111.56752126799582,6695962.404119856
2007-01-29,110.2596664428711,110.7471332681056,109.7721996176366,109.89406632394522,5205597,111.22739157011537,111.94063633558811,110.57350343417644,111.37265494174926,6686298.798865072
2007-01-30,109.77217864990234,110.7166527187236,108.9495712641118,110.29011447789394,9002121,111.0493385975061,111.75397288541502,110.39916966909921,111.19257450168074,6691442.21159894
2007-01-31,109.83311462402344,110.35105048730152,109.1628429714674,109.68077883474547,7546118,110.88405722437285,111.57768263690886,110.23933188807185,111.02151866185008,6673478.836448798
2007-02-01,110.3814926147461,110.41196170524593,108.94955206612411,110.22915686268969,7901804,110.72928527724311,111.41365870989877,110.09025899621052,110.86387022029048,6646789.069663144
2007-02-02,110.5033950805664,110.8994642840666,110.04639737676779,110.47292598019428,5238921,110.57799125673833,111.2596517529352,109.95259317365006,110.71256891230688,6607549.15357412
2007-02-05,110.80806732177734,111.14319832646402,110.29013141425055,110.50339571719245,5467385,110.42744319799527,111.10924667066031,109.81398930905843,110.5636640336444,6581995.519020839
2007-02-06,110.625244140625,111.02131328096557,110.38151077740686,110.8994465993565,4742889,110.2730888980144,110.9585020718274,109.67062402341487,110.41536183814645,6567587.989657765
2007-02-07,109.98543548583984,110.74710462840926,109.86356881104648,110.65570704742518,4459464,110.1152130456074,110.8071293609031,109.52014987023139,110.2622187950364,6571427.45019127
2007-02-08,108.88865661621094,109.86359999170261,108.46211828315543,109.86359999170261,7027364,109.9586349687981,110.65635689730375,109.36624152763976,110.10514086940246,6596386.545226687
2007-02-09,108.24884796142578,109.19332218206316,108.09651215803963,108.79725297343755,6219967,109.81275667551465,110.51351200276041,109.22137441749297,109.95047835254552,6617035.86571437
2007-02-12,108.58393096923828,109.31513079640904,108.30972860893905,108.30972860893905,3966729,109.6825174693721,110.38386900642404,109.08775592994071,109.80734808947966,6641655.874859198
2007-02-13,108.98005676269531,109.37612596726903,108.58398755812159,108.58398755812159,4791508,109.56326412823088,110.26491339218781,108.96191771559847,109.6791940212192,6693025.152752617
2007-02-14,111.11270904541016,111.2041066220282,109.04095627200262,109.46749446362564,6658011,109.44984286074502,110.15484565220076,108.839858802831,109.56199201758973,6763409.602173563
2007-02-15,110.1072769165039,111.11268887859451,109.86354362279755,110.77754832441714,5971659,109.31979293141251,110.03428530251546,108.71578891537182,109.4457349894999,6834848.0376162445
2007-02-16,109.28466796875,109.98540845190567,109.28466796875001,109.8940108933867,6478833,109.18186816222908,109.90294091706936,108.58024148083838,109.31615982806089,6914918.363435088
2007-02-20,110.01589965820312,110.07682814265236,108.9190899336838,109.25423054970616,4913074,109.04291539498045,109.77077185627489,108.43764978142582,109.18080615596863,6999349.542888282
2007-02-21,109.40657043457031,109.985444462417,109.13236796879501,109.65031350449412,7234377,108.89423278509959,109.63554223261664,108.29024368049068,109.04471823993899,7104643.477770359
2007-02-22,108.70036315917969,110.17426595762,108.42400577342968,109.99002444156032,7859007,108.74042679872403,109.4968135866604,108.13441633667249,108.9025743712638,7208640.07743014
2007-02-23,107.77912902832031,108.54678375961649,107.74842049266651,108.48537646498372,7960918,108.58702144874391,109.35131041699455,107.97569309848673,108.74955600188564,7306133.007864222
2007-02-26,108.51605224609375,108.63888636269931,107.93263907558115,108.27040356622815,6032546,108.44169502296802,109.2138525139025,107.81924258635918,108.59917942787649,7397078.088376946
2007-02-27,106.42805480957031,109.59079944820117,105.93675732926751,108.3932545074567,13078627,108.29562502496088,109.08214427232247,107.66165810933941,108.45209061248384,7501668.489773439
2007-02-28,107.19567108154297,107.71767691112404,106.39730807433997,106.85790662926709,10583195,108.16823072910765,108.94534947898364,107.52132264012036,108.30559015814146,7550489.306067668
2007-03-01,107.47206115722656,108.14760004523788,105.3840371997414,106.27451627984397,10721789,108.05056202973006,108.82083141132343,107.39222731655912,108.17356653908782,7568983.065422573
2007-03-02,107.0728988647461,107.93267934170417,106.55089278112025,107.25714033171607,9426706,107.93867833907751,108.70304565732405,107.28321389416604,108.06053342262662,7555948.765431704
